age,campaign,previous,duration,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_code,marital_code,education_code,housing_code,loan_code,contact_code,poutcome_code,day_of_week_code,month_code
33,2,0,405,-1.8,93.075,-47.1,1.405,5099.1,0,2,3,0,0,0,1,0,0
36,1,0,69,1.4,93.444,-36.1,4.963,5228.1,10,2,5,2,2,1,1,3,1
68,2,1,546,-1.7,94.215,-40.3,0.889,4991.6,5,1,6,2,0,0,0,1,3
27,1,0,46,-1.7,94.055,-39.8,0.715,4991.6,0,1,3,2,0,1,1,4,4
34,1,0,158,1.1,93.994,-36.4,4.86,5191.0,7,0,5,2,0,1,1,2,6
24,1,1,91,-1.8,92.89299999999999,-46.2,1.266,5099.1,7,2,3,0,2,0,0,2,6
58,1,0,125,-0.1,93.2,-42.0,4.0760000000000005,5195.8,5,1,3,2,0,0,1,2,7
34,4,0,174,1.1,93.994,-36.4,4.856,5191.0,9,1,3,0,2,1,1,3,6
39,2,0,154,1.4,94.465,-41.8,4.865,5228.1,3,0,2,2,0,1,1,1,4
29,2,0,137,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,1,6,2,0,0,1,0,1
33,1,0,148,-1.8,93.075,-47.1,1.483,5099.1,0,0,3,0,0,0,1,2,0
23,1,0,94,1.4,94.465,-41.8,4.962,5228.1,1,1,5,0,0,1,1,4,4
42,2,0,111,1.4,94.465,-41.8,4.961,5228.1,7,0,3,0,0,1,1,2,4
30,4,1,585,-0.1,93.2,-42.0,4.021,5195.8,8,2,6,0,0,0,0,0,7
59,5,0,309,1.4,94.465,-41.8,4.958,5228.1,7,1,3,0,0,1,1,2,4
51,1,0,34,1.4,94.465,-41.8,4.864,5228.1,6,1,6,2,0,1,1,3,4
40,12,0,539,1.1,93.994,-36.4,4.864,5191.0,0,0,5,2,0,1,1,0,6
39,4,0,305,1.4,94.465,-41.8,4.958,5228.1,1,1,0,0,0,1,1,4,4
25,4,1,105,-2.9,92.963,-40.8,1.268,5076.2,6,2,6,0,0,0,0,0,4
52,1,0,976,1.4,93.444,-36.1,4.968,5228.1,0,1,7,2,0,0,1,3,1
55,1,0,210,1.1,93.994,-36.4,4.857,5191.0,9,1,5,2,2,1,1,0,6
28,1,0,64,-2.9,92.20100000000001,-31.4,0.851,5076.2,9,2,5,2,0,0,1,2,1
48,2,0,348,1.4,93.444,-36.1,4.965,5228.1,1,1,2,0,0,0,1,1,1
54,3,0,577,1.4,93.91799999999999,-42.7,4.962,5228.1,5,2,3,2,0,0,1,2,3
39,1,0,58,-0.1,93.2,-42.0,4.191,5195.8,0,1,3,2,0,0,1,1,7
48,11,0,616,1.4,93.91799999999999,-42.7,4.961,5228.1,9,1,5,2,0,1,1,3,3
54,3,1,616,-0.1,93.2,-42.0,4.12,5195.8,4,1,1,2,0,0,0,4,7
56,1,0,240,1.4,93.444,-36.1,4.97,5228.1,0,1,1,2,0,0,1,1,1
44,2,0,101,-0.1,93.2,-42.0,4.191,5195.8,7,0,3,2,0,0,1,1,7
58,2,0,666,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,3,0,0,0,1,0,3
36,1,0,103,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,6,2,2,0,1,4,3
39,2,0,126,1.1,93.994,-36.4,4.855,5191.0,9,1,5,0,0,1,1,0,6
41,2,0,122,1.4,94.465,-41.8,4.958,5228.1,0,1,5,2,0,1,1,2,4
55,1,0,207,1.1,93.994,-36.4,4.855,5191.0,5,1,6,0,0,1,1,2,6
57,1,0,425,1.4,93.91799999999999,-42.7,4.962,5228.1,0,1,5,2,0,0,1,3,3
28,2,0,77,-1.8,92.84299999999999,-50.0,1.531,5099.1,0,2,3,0,2,0,1,0,5
35,1,0,161,-0.1,93.2,-42.0,4.12,5195.8,9,2,5,0,0,0,1,4,7
41,1,0,592,1.1,93.994,-36.4,4.856,5191.0,1,1,1,0,0,1,1,3,6
39,3,0,132,1.1,93.994,-36.4,4.856,5191.0,1,1,5,2,0,1,1,4,6
33,3,0,1476,-0.1,93.2,-42.0,4.1530000000000005,5195.8,9,2,3,2,0,1,1,3,7
29,1,0,133,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,2,6,2,0,0,1,4,1
57,2,0,564,1.4,93.91799999999999,-42.7,4.96,5228.1,0,1,6,2,0,0,1,1,3
34,1,0,82,1.4,93.444,-36.1,4.9639999999999995,5228.1,9,2,6,2,0,0,1,4,1
46,1,0,88,-0.1,93.2,-42.0,4.0760000000000005,5195.8,2,0,3,2,0,0,1,2,7
39,1,0,239,1.1,93.994,-36.4,4.857,5191.0,0,1,6,2,2,1,1,3,6
25,1,0,17,-1.1,94.601,-49.5,1.037,4963.6,8,2,3,2,0,1,1,3,8
37,3,0,26,1.4,94.465,-41.8,4.967,5228.1,1,1,0,0,0,1,1,0,4
30,2,0,177,1.1,93.994,-36.4,4.857,5191.0,9,1,5,2,0,1,1,3,6
21,1,0,113,-3.4,92.431,-26.9,0.728,5017.5,8,2,3,0,0,0,1,3,8
34,1,0,267,1.1,93.994,-36.4,4.857,5191.0,11,1,0,2,0,1,1,3,6
40,1,0,73,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,1,6,0,0,1,1,4,6
31,1,0,428,1.1,93.994,-36.4,4.859,5191.0,3,0,3,2,0,1,1,0,6
36,1,1,279,-1.8,92.89299999999999,-46.2,1.266,5099.1,1,2,0,2,0,0,0,2,6
36,2,0,77,-0.1,93.2,-42.0,4.191,5195.8,2,1,3,0,0,0,1,1,7
30,3,0,87,1.4,93.91799999999999,-42.7,4.963,5228.1,7,2,3,2,2,0,1,4,3
40,4,0,296,1.4,93.444,-36.1,4.965,5228.1,0,1,6,2,0,0,1,1,1
39,9,0,34,-1.8,92.89299999999999,-46.2,1.334,5099.1,1,1,1,2,0,0,1,4,6
56,2,0,170,1.4,93.444,-36.1,4.965,5228.1,7,1,3,2,0,0,1,3,1
36,3,0,303,1.4,93.91799999999999,-42.7,4.962,5228.1,7,1,3,2,0,0,1,0,3
38,1,0,213,-1.8,92.89299999999999,-46.2,1.281,5099.1,3,0,6,2,0,0,1,4,6
33,1,1,109,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,1,3,2,2,0,0,1,6
58,2,1,144,-1.8,93.369,-34.8,0.6459999999999999,5008.7,5,1,6,2,0,0,0,1,5
24,1,0,390,-1.8,93.075,-47.1,1.405,5099.1,9,2,3,2,0,0,1,1,0
59,2,0,233,-1.8,92.89299999999999,-46.2,1.354,5099.1,5,1,1,0,0,0,1,1,6
30,1,0,215,1.1,93.994,-36.4,4.8580000000000005,5191.0,1,1,2,0,0,1,1,1,6
38,4,0,39,-1.8,93.075,-47.1,1.405,5099.1,0,0,2,2,0,0,1,1,0
40,1,0,24,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,2,3,2,0,0,1,1,6
55,1,0,73,1.1,93.994,-36.4,4.856,5191.0,9,1,2,2,2,1,1,3,6
31,3,0,193,-0.1,93.2,-42.0,4.12,5195.8,9,2,6,0,0,0,1,4,7
37,8,0,503,1.4,93.444,-36.1,4.9639999999999995,5228.1,1,2,5,2,0,0,1,4,1
50,1,1,58,-0.1,93.2,-42.0,4.021,5195.8,10,1,5,2,0,0,0,0,7
49,3,0,73,1.4,93.444,-36.1,4.963,5228.1,7,2,5,2,0,0,1,3,1
40,1,0,1080,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,1,1,1,2,0,0,1,0,6
29,3,0,58,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,1,1,0,0,0,1,0,6
39,1,0,127,-1.8,92.89299999999999,-46.2,1.266,5099.1,1,0,2,2,0,0,1,2,6
49,2,0,325,-1.8,92.89299999999999,-46.2,1.344,5099.1,1,1,5,0,0,0,1,3,6
47,1,0,106,1.4,93.91799999999999,-42.7,4.962,5228.1,9,1,5,0,2,0,1,3,3
49,1,0,37,1.4,93.91799999999999,-42.7,4.96,5228.1,4,1,6,2,0,0,1,1,3
32,1,0,318,1.4,93.91799999999999,-42.7,4.963,5228.1,7,2,3,2,0,0,1,4,3
41,2,0,697,1.4,93.444,-36.1,4.963,5228.1,9,1,3,0,0,0,1,1,1
53,1,0,105,1.4,93.444,-36.1,4.968,5228.1,9,1,3,2,0,0,1,3,1
46,3,1,84,-1.8,92.89299999999999,-46.2,1.327,5099.1,4,1,6,2,2,0,0,2,6
51,3,0,76,1.1,93.994,-36.4,4.857,5191.0,1,1,7,0,2,1,1,1,6
32,1,0,93,1.1,93.994,-36.4,4.855,5191.0,0,1,1,0,0,1,1,2,6
39,2,0,997,-0.1,93.2,-42.0,4.0760000000000005,5195.8,2,1,5,2,0,0,1,2,7
53,1,0,149,1.1,93.994,-36.4,4.856,5191.0,9,1,3,2,0,1,1,4,6
37,3,0,447,-3.4,92.431,-26.9,0.754,5017.5,0,2,6,2,0,0,1,2,8
27,9,0,86,1.4,93.91799999999999,-42.7,4.96,5228.1,0,2,6,0,0,1,1,1,3
22,2,0,102,1.4,93.91799999999999,-42.7,4.963,5228.1,1,1,2,0,0,0,1,0,3
29,14,0,267,1.1,93.994,-36.4,4.864,5191.0,1,2,2,0,0,1,1,0,6
39,1,0,380,1.1,93.994,-36.4,4.855,5191.0,10,1,3,2,0,1,1,0,6
51,2,0,87,-1.8,93.075,-47.1,1.41,5099.1,2,1,4,0,0,0,1,2,0
29,8,0,837,1.4,93.91799999999999,-42.7,4.957,5228.1,0,2,6,2,0,0,1,0,3
53,28,0,16,1.4,94.465,-41.8,4.959,5228.1,9,0,6,2,0,1,1,0,4
30,3,0,88,-1.8,92.84299999999999,-50.0,1.811,5099.1,4,1,6,0,0,1,1,1,5
56,1,0,867,-1.8,92.89299999999999,-46.2,1.264,5099.1,0,0,6,2,0,0,1,1,6
42,1,0,241,-1.8,93.075,-47.1,1.405,5099.1,1,2,7,0,0,0,1,1,0
35,1,0,45,1.1,93.994,-36.4,4.856,5191.0,1,1,0,2,0,1,1,4,6
31,2,0,97,1.1,93.994,-36.4,4.856,5191.0,1,1,2,2,0,1,1,3,6
32,1,0,1027,1.4,93.91799999999999,-42.7,4.958,5228.1,0,2,6,0,2,0,1,2,3
33,1,0,738,-2.9,92.20100000000001,-31.4,0.873,5076.2,7,1,3,0,0,0,1,2,1
36,4,0,864,1.4,93.91799999999999,-42.7,4.961,5228.1,1,1,1,2,0,0,1,3,3
48,1,0,207,-0.1,93.2,-42.0,4.12,5195.8,0,2,5,0,0,0,1,4,7
45,2,0,58,-2.9,92.963,-40.8,1.281,5076.2,7,2,7,0,0,0,1,1,4
27,1,0,54,-1.8,93.075,-47.1,1.392,5099.1,4,1,6,0,0,0,1,1,0
56,2,0,153,1.4,93.444,-36.1,4.965,5228.1,5,1,0,2,0,0,1,1,1
54,4,0,213,1.4,94.465,-41.8,4.961,5228.1,0,0,6,0,0,1,1,3,4
33,1,0,68,-0.1,93.2,-42.0,4.0760000000000005,5195.8,9,1,7,2,0,0,1,2,7
28,3,0,200,1.4,93.91799999999999,-42.7,4.962,5228.1,7,1,3,0,2,0,1,0,3
35,1,0,8,-1.1,94.199,-37.5,0.884,4963.6,7,1,6,2,0,1,1,2,9
43,1,0,377,1.4,93.91799999999999,-42.7,4.957,5228.1,1,1,2,0,0,0,1,0,3
54,1,0,990,1.4,93.444,-36.1,4.965,5228.1,4,1,6,0,2,0,1,4,1
36,3,0,1408,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,2,6,2,0,0,1,4,1
49,1,0,339,-2.9,92.963,-40.8,1.266,5076.2,4,1,6,2,0,0,1,1,4
42,2,0,252,1.1,93.994,-36.4,4.855,5191.0,7,1,3,0,2,1,1,2,6
38,1,0,456,1.4,93.91799999999999,-42.7,4.963,5228.1,1,1,1,0,0,0,1,2,3
43,2,0,44,1.4,93.91799999999999,-42.7,4.956,5228.1,9,2,5,0,0,1,1,4,3
48,1,0,742,1.4,93.444,-36.1,4.967,5228.1,1,1,7,2,2,0,1,4,1
47,1,0,237,1.1,93.994,-36.4,4.855,5191.0,10,1,3,2,0,1,1,0,6
33,1,0,459,-1.8,93.369,-34.8,0.6459999999999999,5008.7,9,2,5,2,0,0,1,3,5
35,1,0,62,-0.1,93.2,-42.0,4.12,5195.8,9,2,2,2,2,0,1,4,7
54,2,0,91,-1.8,92.89299999999999,-46.2,1.334,5099.1,9,0,6,0,0,0,1,4,6
54,1,0,34,1.4,93.91799999999999,-42.7,4.955,5228.1,1,1,1,2,0,1,1,3,3
46,3,0,153,1.1,93.994,-36.4,4.859,5191.0,1,1,0,0,0,1,1,4,6
57,1,0,289,1.1,93.994,-36.4,4.857,5191.0,9,1,5,0,2,1,1,3,6
33,1,0,150,1.1,93.994,-36.4,4.856,5191.0,1,2,2,1,1,1,1,4,6
86,2,2,186,-1.8,93.369,-34.8,0.635,5008.7,5,1,0,2,0,0,0,3,5
38,3,1,320,-1.8,93.075,-47.1,1.405,5099.1,9,0,3,0,0,1,2,0,0
52,4,0,108,-1.8,92.89299999999999,-46.2,1.266,5099.1,7,1,3,2,0,1,1,3,6
32,4,0,315,-2.9,92.469,-33.6,1.018,5076.2,0,2,6,2,0,0,1,2,3
55,4,0,230,1.1,93.994,-36.4,4.855,5191.0,0,0,6,2,0,1,1,2,6
27,3,0,608,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,3,1,1,0,0,0,1,1,6
48,1,0,399,-2.9,92.963,-40.8,1.252,5076.2,3,1,3,0,0,0,1,3,4
36,1,0,53,-1.8,93.075,-47.1,1.405,5099.1,0,1,3,2,0,0,1,1,0
31,1,0,207,-2.9,92.963,-40.8,1.268,5076.2,6,1,6,2,0,0,1,0,4
44,4,0,22,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,2,6,2,0,0,1,2,7
41,1,0,143,1.4,94.465,-41.8,4.959,5228.1,6,1,3,1,1,1,1,4,4
45,1,1,102,-1.8,92.89299999999999,-46.2,1.25,5099.1,5,1,1,0,2,0,0,0,6
46,3,0,194,-1.8,93.749,-34.6,0.645,5008.7,0,1,3,0,0,0,1,1,0
54,2,0,90,1.1,93.994,-36.4,4.856,5191.0,1,1,2,2,0,1,1,4,6
44,2,0,460,1.1,93.994,-36.4,4.855,5191.0,7,1,3,0,0,1,1,0,6
48,2,0,83,-0.1,93.2,-42.0,4.021,5195.8,10,1,5,2,2,1,1,0,7
58,2,0,121,-2.9,92.20100000000001,-31.4,0.8809999999999999,5076.2,0,1,6,0,0,1,1,0,1
42,1,0,103,-0.1,93.79799999999999,-40.4,5.045,5195.8,0,1,3,2,2,1,1,0,8
37,1,4,209,-1.1,94.199,-37.5,0.879,4963.6,0,2,6,0,0,0,2,2,9
40,2,0,366,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,6,0,0,0,1,4,3
32,1,1,78,-0.1,93.2,-42.0,4.1530000000000005,5195.8,9,0,5,2,0,0,0,3,7
31,1,0,217,-1.8,93.075,-47.1,1.405,5099.1,9,2,5,0,0,0,1,1,0
37,3,0,248,1.1,93.994,-36.4,4.855,5191.0,9,2,6,2,0,1,1,2,6
39,3,0,303,-1.8,92.89299999999999,-46.2,1.354,5099.1,0,1,3,2,0,0,1,1,6
29,3,0,112,1.4,93.91799999999999,-42.7,4.963,5228.1,7,2,3,2,0,0,1,4,3
54,1,0,76,-2.9,92.20100000000001,-31.4,0.838,5076.2,5,1,5,0,0,0,1,3,1
53,2,0,249,-1.8,93.075,-47.1,1.405,5099.1,4,0,6,1,1,0,1,1,0
25,3,0,81,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,2,0,0,0,1,2,3
32,3,0,248,1.1,93.994,-36.4,4.859,5191.0,2,1,3,0,0,1,1,0,6
54,1,0,98,1.1,93.994,-36.4,4.855,5191.0,0,1,6,2,0,1,1,2,6
30,3,0,144,1.1,93.994,-36.4,4.857,5191.0,9,2,7,2,0,1,1,1,6
40,2,0,13,1.1,93.994,-36.4,4.855,5191.0,7,1,2,0,0,1,1,2,6
32,1,0,181,1.4,93.91799999999999,-42.7,4.963,5228.1,6,1,6,2,0,0,1,4,3
39,1,0,367,1.4,94.465,-41.8,4.961,5228.1,8,2,7,2,0,1,1,3,4
33,5,1,441,-3.4,92.431,-26.9,0.74,5017.5,0,2,6,0,0,0,0,2,8
55,1,0,362,1.1,93.994,-36.4,4.857,5191.0,11,1,6,1,1,1,1,1,6
56,1,0,340,1.1,93.994,-36.4,4.864,5191.0,1,1,5,1,1,1,1,0,6
58,1,0,144,-1.8,92.89299999999999,-46.2,1.264,5099.1,3,1,0,2,0,0,1,1,6
46,2,0,313,1.1,93.994,-36.4,4.86,5191.0,1,1,0,1,1,1,1,2,6
31,4,3,171,-1.8,93.369,-34.8,0.65,5008.7,6,1,5,2,0,0,0,2,5
47,1,4,119,-1.7,94.055,-39.8,0.7020000000000001,4991.6,0,2,6,2,0,0,0,3,4
29,1,1,178,-0.1,93.2,-42.0,4.12,5195.8,7,2,3,2,0,0,0,4,7
39,2,0,158,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,1,1,0,0,0,0,1,1,6
53,1,0,153,1.1,93.994,-36.4,4.864,5191.0,9,1,5,2,0,1,1,0,6
53,1,0,186,1.1,93.994,-36.4,4.856,5191.0,4,1,6,2,0,1,1,3,6
47,3,0,1014,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,1,6,0,0,0,1,3,7
40,5,1,234,-0.1,93.2,-42.0,4.021,5195.8,4,1,6,0,0,0,0,0,7
45,1,0,268,1.1,93.994,-36.4,4.857,5191.0,7,2,3,2,0,1,1,4,6
44,1,0,175,1.4,94.465,-41.8,4.8660000000000005,5228.1,4,1,6,0,0,1,1,2,4
38,1,0,236,1.4,94.465,-41.8,4.864,5228.1,1,1,1,0,0,1,1,4,4
40,1,0,63,1.4,93.91799999999999,-42.7,4.962,5228.1,7,1,2,0,0,0,1,2,3
48,4,0,112,1.4,93.91799999999999,-42.7,4.961,5228.1,1,1,2,1,1,0,1,3,3
36,2,0,37,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,1,6,0,0,0,1,4,6
61,1,0,507,-1.1,94.76700000000001,-50.8,1.05,4963.6,5,1,6,0,0,0,1,1,7
43,3,0,130,1.1,93.994,-36.4,4.855,5191.0,7,1,3,0,0,1,1,2,6
56,2,0,88,1.1,93.994,-36.4,4.856,5191.0,5,1,3,0,0,1,1,3,6
25,6,0,313,1.4,93.91799999999999,-42.7,4.961,5228.1,0,2,3,0,0,0,1,3,3
36,3,0,385,1.4,93.91799999999999,-42.7,4.961,5228.1,0,2,3,0,0,0,1,3,3
36,1,0,89,-0.1,93.2,-42.0,4.12,5195.8,0,2,6,2,2,0,1,4,7
45,1,1,614,-1.8,93.075,-47.1,1.41,5099.1,1,1,7,2,2,0,0,2,0
31,1,0,234,-1.8,92.89299999999999,-46.2,1.334,5099.1,7,2,3,2,0,0,1,4,6
55,2,0,659,1.4,93.91799999999999,-42.7,4.963,5228.1,5,1,6,0,0,0,1,0,3
30,5,0,202,1.4,93.444,-36.1,4.9639999999999995,5228.1,9,2,6,0,0,0,1,4,1
37,1,0,51,-1.8,92.89299999999999,-46.2,1.327,5099.1,4,0,6,0,0,0,1,2,6
35,1,1,60,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,2,6,0,0,0,0,4,6
54,4,0,86,1.4,93.444,-36.1,4.97,5228.1,9,0,3,0,0,0,1,1,1
36,1,2,218,-1.8,93.075,-47.1,1.365,5099.1,9,2,5,2,0,0,2,2,0
44,1,0,114,-1.8,93.075,-47.1,1.415,5099.1,10,0,2,0,0,0,1,4,0
22,1,0,149,-1.8,93.075,-47.1,1.405,5099.1,0,2,6,0,0,0,1,0,0
52,1,0,385,-0.1,93.2,-42.0,4.1530000000000005,5195.8,9,1,3,2,0,0,1,3,7
36,1,0,498,-0.1,93.2,-42.0,4.12,5195.8,4,1,6,0,0,0,1,4,7
29,1,0,112,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,2,6,0,0,0,1,2,1
35,3,0,113,-2.9,92.20100000000001,-31.4,0.883,5076.2,9,2,6,2,0,0,1,3,1
31,2,0,103,1.4,93.91799999999999,-42.7,4.963,5228.1,1,1,1,0,0,0,1,0,3
39,1,0,391,-1.8,92.89299999999999,-46.2,1.25,5099.1,1,1,2,2,0,0,1,0,6
29,2,0,117,-0.1,93.2,-42.0,4.12,5195.8,4,1,2,2,0,0,1,4,7
36,1,1,174,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,1,6,0,0,0,0,0,6
41,2,0,422,-3.0,92.713,-33.0,0.7070000000000001,5023.5,0,1,6,2,0,0,1,2,2
32,3,0,21,1.1,93.994,-36.4,4.855,5191.0,0,1,3,2,2,1,1,2,6
60,2,0,110,-2.9,92.963,-40.8,1.268,5076.2,5,1,1,1,1,0,1,0,4
31,5,0,50,1.4,93.444,-36.1,4.965,5228.1,9,0,3,0,0,0,1,1,1
44,4,0,111,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,1,3,2,2,0,1,0,6
34,2,0,202,1.1,93.994,-36.4,4.857,5191.0,7,0,2,0,2,1,1,1,6
39,1,0,162,-1.8,92.89299999999999,-46.2,1.327,5099.1,4,1,6,2,0,0,1,2,6
48,1,0,113,-1.8,92.89299999999999,-46.2,1.244,5099.1,7,1,3,2,0,0,1,1,6
56,3,1,306,-3.4,92.431,-26.9,0.733,5017.5,9,1,0,0,0,0,2,2,8
28,5,0,419,1.4,93.91799999999999,-42.7,4.963,5228.1,0,1,3,0,0,0,1,4,3
49,2,0,234,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,0,6,2,0,1,1,2,4
26,2,0,142,1.4,93.91799999999999,-42.7,4.963,5228.1,7,2,3,2,0,0,1,4,3
56,2,0,282,1.4,93.91799999999999,-42.7,4.962,5228.1,1,1,2,0,0,0,1,0,3
39,2,0,57,-3.4,92.37899999999999,-29.8,0.797,5017.5,0,1,6,0,0,0,1,1,9
58,1,0,314,1.4,93.444,-36.1,4.968,5228.1,0,1,3,2,2,0,1,3,1
59,1,0,69,-1.8,92.89299999999999,-46.2,1.281,5099.1,5,0,5,0,0,0,1,4,6
49,2,0,96,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,1,3,0,0,0,1,2,1
36,1,0,488,1.1,93.994,-36.4,4.86,5191.0,4,1,6,2,0,1,1,2,6
49,2,0,259,-0.1,93.2,-42.0,4.12,5195.8,0,2,2,2,2,0,1,4,7
50,9,0,49,1.4,93.444,-36.1,4.963,5228.1,0,1,2,1,1,0,1,0,1
44,2,0,318,1.1,93.994,-36.4,4.86,5191.0,1,0,1,2,0,1,1,2,6
41,3,0,222,-1.8,92.89299999999999,-46.2,1.244,5099.1,9,2,3,2,0,0,1,1,6
65,2,0,89,-2.9,92.963,-40.8,1.266,5076.2,3,1,0,0,0,0,1,1,4
45,1,0,89,-0.1,93.2,-42.0,4.191,5195.8,6,0,6,0,0,0,1,1,7
25,3,0,198,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,2,0,0,0,1,2,3
46,2,0,630,1.4,93.91799999999999,-42.7,4.962,5228.1,7,1,2,0,0,0,1,3,3
41,1,0,595,-3.0,92.713,-33.0,0.715,5023.5,6,1,6,1,1,1,1,4,2
36,11,0,155,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,1,6,2,0,0,1,4,1
28,3,0,186,1.4,93.91799999999999,-42.7,4.963,5228.1,6,1,6,2,2,0,1,4,3
49,1,0,96,1.4,93.91799999999999,-42.7,4.957,5228.1,9,1,5,0,0,0,1,0,3
45,2,2,138,-1.7,94.215,-40.3,0.884,4991.6,4,1,6,2,0,0,2,2,3
61,2,0,386,-1.1,94.76700000000001,-50.8,1.044,4963.6,0,1,3,2,2,0,1,4,7
50,1,0,137,1.1,93.994,-36.4,4.856,5191.0,6,1,6,2,2,1,1,3,6
50,2,0,56,1.4,94.465,-41.8,4.961,5228.1,1,1,0,2,0,1,1,2,4
55,1,1,113,-0.1,93.2,-42.0,4.021,5195.8,9,1,5,0,0,0,0,0,7
68,1,2,102,-3.4,92.431,-26.9,0.728,5017.5,5,1,0,2,0,0,2,3,8
42,2,0,146,1.4,93.91799999999999,-42.7,4.957,5228.1,0,1,6,2,0,0,1,0,3
37,2,0,168,1.4,93.444,-36.1,4.967,5228.1,4,1,6,0,0,0,1,4,1
54,4,0,543,1.4,93.444,-36.1,4.967,5228.1,5,1,3,0,0,0,1,4,1
55,2,1,260,-2.9,92.469,-33.6,1.085,5076.2,4,1,6,0,2,0,2,4,3
28,1,0,333,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,1,2,5,2,0,0,1,1,6
25,2,0,328,1.4,93.91799999999999,-42.7,4.963,5228.1,10,1,6,0,0,1,1,0,3
35,4,0,1373,1.4,93.91799999999999,-42.7,4.957,5228.1,1,1,2,2,0,0,1,0,3
40,1,0,386,1.4,94.465,-41.8,4.967,5228.1,7,0,1,0,2,1,1,0,4
28,1,0,392,1.4,94.465,-41.8,4.962,5228.1,0,1,6,0,0,1,1,4,4
59,9,0,560,1.1,93.994,-36.4,4.857,5191.0,5,1,5,0,0,1,1,4,6
38,2,0,1504,1.4,93.444,-36.1,4.965,5228.1,0,2,6,2,2,0,1,1,1
54,3,0,369,1.4,93.91799999999999,-42.7,4.962,5228.1,0,1,3,2,0,0,1,3,3
52,2,0,667,-1.8,92.89299999999999,-46.2,1.334,5099.1,1,1,0,0,0,0,1,4,6
28,2,2,3509,-1.8,92.89299999999999,-46.2,1.266,5099.1,1,1,2,2,0,0,2,3,6
34,2,0,100,1.4,93.91799999999999,-42.7,4.963,5228.1,9,2,5,2,0,0,1,4,3
42,3,0,362,1.4,94.465,-41.8,4.96,5228.1,0,2,3,0,0,1,1,1,4
39,1,0,311,1.1,93.994,-36.4,4.856,5191.0,1,1,2,0,0,1,1,4,6
38,1,0,391,-1.8,92.89299999999999,-46.2,1.344,5099.1,1,0,2,2,0,0,1,3,6
30,1,0,120,-3.4,92.431,-26.9,0.7390000000000001,5017.5,7,2,3,0,0,0,1,1,8
39,7,0,30,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,1,6,0,0,0,1,3,6
48,2,0,88,1.1,93.994,-36.4,4.857,5191.0,1,0,0,0,0,1,1,3,6
57,1,0,230,1.4,93.91799999999999,-42.7,4.96,5228.1,0,1,6,0,0,0,1,1,3
40,3,2,90,-3.4,92.649,-30.1,0.7140000000000001,5017.5,7,1,3,2,0,0,2,2,7
34,1,0,30,-0.1,93.2,-42.0,4.0760000000000005,5195.8,4,1,6,2,0,1,1,2,7
41,5,0,82,1.4,93.91799999999999,-42.7,4.963,5228.1,2,0,5,0,0,0,1,2,3
39,3,0,333,1.4,93.91799999999999,-42.7,4.96,5228.1,0,2,6,0,0,0,1,1,3
33,2,0,73,1.4,94.465,-41.8,4.961,5228.1,7,0,3,2,0,1,1,1,4
32,1,0,316,1.4,94.465,-41.8,4.962,5228.1,1,1,1,0,0,1,1,4,4
40,8,0,17,-1.8,92.89299999999999,-46.2,1.266,5099.1,9,2,5,2,0,0,1,2,6
36,1,0,233,1.4,93.91799999999999,-42.7,4.961,5228.1,4,0,6,2,0,0,1,3,3
52,7,0,368,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,6,0,0,0,1,2,3
39,4,0,59,1.4,94.465,-41.8,4.865,5228.1,9,1,5,2,0,1,1,1,4
32,4,0,201,1.1,93.994,-36.4,4.864,5191.0,1,1,0,0,0,1,1,0,6
36,3,0,104,-1.8,92.89299999999999,-46.2,1.354,5099.1,2,1,2,0,0,0,1,1,6
33,2,0,277,1.4,93.91799999999999,-42.7,4.96,5228.1,7,0,7,0,2,0,1,1,3
29,1,0,147,1.1,93.994,-36.4,4.8580000000000005,5191.0,9,2,6,1,1,1,1,1,6
